Product_Category,Price,Customer_Tenure_Months,Previous_Returns,Day_of_Week,Order_Hour,Delivery_Speed,Return
Toys,202.13,56.0,2.0,Sat,17.0,Standard,0
Electronics,151.4,102.0,2.0,Mon,6.0,Standard,0
Books,399.05,88.0,6.0,Fri,11.0,SameDay,1
Home,379.32,6.0,3.0,Sun,22.0,Expedited,1
Home,243.59,63.0,8.0,Sat,8.0,SameDay,0
Electronics,479.09,102.0,8.0,Sat,11.0,Expedited,1
Toys,418.61,17.0,0.0,Mon,17.0,Standard,0
Electronics,33.23,65.0,3.0,Fri,8.0,Expedited,0
Home,368.94,104.0,4.0,Tue,14.0,Standard,1
Home,278.59,61.0,6.0,Sun,23.0,Standard,0
Clothing,470.5,6.0,9.0,Wed,1.0,Standard,1
Toys,439.87,114.0,7.0,Wed,20.0,SameDay,1
Books,464.31,119.0,7.0,Wed,8.0,Standard,1
Home,15.07,16.0,6.0,Thu,10.0,SameDay,0
Books,281.15,36.0,7.0,Sat,12.0,SameDay,0
Books,479.72,27.0,5.0,Wed,,SameDay,1
Home,231.72,110.0,3.0,Mon,12.0,Expedited,0
Books,381.28,109.0,8.0,Sun,12.0,SameDay,1
Toys,30.9,113.0,,Fri,9.0,Expedited,0
Home,,71.0,9.0,Mon,7.0,Standard,0
Books,396.09,72.0,1.0,Sun,5.0,Expedited,0
Toys,224.3,18.0,9.0,Wed,6.0,Expedited,0
Electronics,494.48,81.0,0.0,Mon,,Standard,0
Toys,350.02,99.0,5.0,Tue,23.0,Standard,1
Books,180.94,14.0,7.0,Thu,,Expedited,0
Books,141.99,113.0,8.0,Thu,4.0,Standard,0
Electronics,406.5,56.0,1.0,Sun,3.0,Expedited,0
Toys,34.81,5.0,4.0,Thu,10.0,SameDay,1
Electronics,23.7,119.0,6.0,Sat,11.0,Standard,0
Electronics,221.69,93.0,3.0,Sat,15.0,SameDay,0
Home,440.21,7.0,1.0,Tue,20.0,Standard,0
Home,90.06,78.0,5.0,Tue,,Expedited,0
Electronics,103.61,81.0,4.0,Fri,4.0,Standard,0
Toys,294.85,24.0,8.0,Thu,13.0,Standard,0
Books,55.65,13.0,4.0,Mon,7.0,Standard,0
Toys,380.64,74.0,7.0,Wed,4.0,Standard,1
Home,225.2,39.0,0.0,Thu,3.0,Expedited,0
Clothing,224.08,15.0,1.0,Sun,17.0,SameDay,1
Clothing,459.24,,0.0,Tue,20.0,Expedited,0
Books,130.15,56.0,,Fri,7.0,Standard,0
Electronics,302.29,40.0,5.0,Thu,4.0,Standard,1
Electronics,344.89,3.0,8.0,Fri,6.0,Expedited,1
Toys,126.18,68.0,6.0,Thu,4.0,SameDay,0
Home,292.0,77.0,0.0,Sun,10.0,Expedited,0
Toys,57.78,60.0,5.0,Fri,5.0,Standard,0
Toys,201.91,27.0,6.0,Thu,3.0,SameDay,0
Electronics,138.97,83.0,1.0,Mon,20.0,Standard,0
Books,220.17,75.0,7.0,Sat,15.0,SameDay,0
Books,47.53,3.0,6.0,Sun,11.0,Standard,1
Electronics,442.22,28.0,9.0,Fri,6.0,Expedited,1
Books,344.51,103.0,3.0,Mon,11.0,SameDay,1
Clothing,153.21,38.0,8.0,Wed,17.0,Expedited,0
Clothing,47.27,15.0,4.0,Wed,14.0,SameDay,1
Home,437.78,3.0,2.0,Thu,17.0,Expedited,1
Clothing,24.45,44.0,4.0,Thu,,Standard,0
Books,,70.0,9.0,Sun,15.0,Expedited,0
Toys,174.22,40.0,2.0,Thu,20.0,Standard,0
Clothing,82.32,13.0,7.0,Tue,23.0,Standard,0
Books,409.03,5.0,6.0,Wed,2.0,SameDay,1
Home,408.12,36.0,2.0,Sat,6.0,Expedited,0
Books,46.69,,5.0,Fri,17.0,Standard,0
Toys,174.4,103.0,1.0,Thu,22.0,SameDay,0
Clothing,281.12,115.0,0.0,Sat,2.0,Standard,0
Books,350.03,58.0,7.0,Wed,1.0,SameDay,1
Books,292.49,108.0,2.0,Fri,22.0,SameDay,0
Electronics,55.41,115.0,2.0,Sat,21.0,Standard,0
Books,129.87,28.0,0.0,Sat,16.0,Expedited,0
Electronics,84.55,37.0,7.0,Fri,3.0,Standard,0
Electronics,17.74,,7.0,Tue,3.0,Expedited,1
Books,235.31,36.0,3.0,Fri,2.0,Standard,0
Home,368.84,87.0,0.0,Thu,2.0,Standard,0
Electronics,280.57,34.0,1.0,Mon,0.0,Standard,0
Electronics,19.44,95.0,1.0,Tue,6.0,Standard,0
Toys,,8.0,2.0,Sat,10.0,SameDay,0
Toys,361.61,40.0,9.0,Thu,14.0,Expedited,1
Home,460.77,21.0,3.0,Wed,19.0,Expedited,1
Toys,279.39,102.0,3.0,Tue,20.0,Standard,0
Home,354.98,64.0,7.0,Thu,23.0,Expedited,1
Clothing,183.8,34.0,8.0,Fri,3.0,Expedited,0
Electronics,438.19,78.0,4.0,Thu,4.0,Expedited,1
Home,301.73,20.0,5.0,Fri,8.0,Expedited,1
Toys,415.21,104.0,3.0,Wed,5.0,Expedited,1
Toys,377.89,74.0,5.0,Mon,14.0,Expedited,1
Toys,457.97,60.0,9.0,Tue,2.0,Standard,1
Electronics,43.54,112.0,1.0,Sat,20.0,Expedited,0
Toys,427.39,50.0,9.0,Mon,15.0,SameDay,1
Books,438.57,16.0,,Wed,4.0,Expedited,1
Home,462.49,39.0,2.0,Tue,4.0,Expedited,0
Clothing,,84.0,7.0,Tue,8.0,Standard,0
Toys,171.29,82.0,2.0,Thu,,Expedited,0
Electronics,414.06,65.0,8.0,Mon,6.0,Expedited,1
Books,121.07,110.0,1.0,Thu,7.0,Expedited,0
Books,325.89,14.0,5.0,Tue,13.0,Expedited,1
Electronics,332.8,46.0,7.0,Tue,3.0,Expedited,1
Electronics,130.33,24.0,5.0,Sun,15.0,Expedited,0
Books,304.07,38.0,3.0,Tue,14.0,Standard,1
Books,477.51,104.0,2.0,Sat,22.0,SameDay,0
Toys,261.05,34.0,4.0,Thu,9.0,Standard,0
Electronics,447.19,50.0,9.0,Sun,17.0,SameDay,1
Home,307.77,20.0,,Sat,8.0,SameDay,1
Electronics,476.79,44.0,1.0,Mon,17.0,Expedited,0
Home,431.5,73.0,8.0,Fri,7.0,Standard,1
Toys,385.09,57.0,6.0,Thu,23.0,SameDay,1
Clothing,456.0,,5.0,Fri,17.0,SameDay,1
Toys,335.34,11.0,5.0,Tue,16.0,Expedited,1
Books,384.46,118.0,4.0,Thu,3.0,Standard,1
Clothing,20.45,6.0,9.0,Sun,6.0,Standard,0
Toys,77.57,51.0,3.0,Fri,7.0,Expedited,0
Clothing,,17.0,6.0,Tue,21.0,SameDay,1
Toys,338.14,46.0,8.0,Fri,15.0,Expedited,1
Books,50.76,117.0,1.0,Tue,,Standard,0
Books,23.58,100.0,2.0,Tue,8.0,Standard,0
Toys,332.45,60.0,2.0,Tue,17.0,Standard,0
Clothing,80.81,118.0,3.0,Fri,17.0,SameDay,1
Electronics,89.81,56.0,1.0,Thu,,SameDay,0
Electronics,434.08,115.0,4.0,Sun,16.0,Standard,1
Clothing,364.87,32.0,5.0,Sun,7.0,SameDay,1
Toys,341.72,72.0,8.0,Tue,6.0,Standard,1
Books,198.95,4.0,4.0,Wed,16.0,SameDay,1
Books,164.96,94.0,3.0,Tue,16.0,Standard,0
Home,479.37,92.0,,Fri,22.0,SameDay,0
Books,467.32,25.0,2.0,Fri,22.0,Expedited,0
Electronics,180.26,98.0,0.0,Sat,22.0,Expedited,0
Clothing,336.78,84.0,4.0,Sat,3.0,SameDay,1
Electronics,272.96,29.0,7.0,Mon,10.0,Standard,0
Toys,434.09,103.0,3.0,Tue,17.0,SameDay,1
Electronics,112.76,25.0,3.0,Fri,0.0,SameDay,0
Clothing,199.6,24.0,2.0,Thu,1.0,Expedited,0
Toys,421.34,85.0,8.0,Sat,19.0,Standard,1
Electronics,221.39,14.0,1.0,Wed,14.0,Expedited,0
Books,114.66,104.0,6.0,Tue,3.0,SameDay,0
Clothing,148.42,117.0,7.0,Sat,9.0,SameDay,1
Home,451.31,102.0,2.0,Thu,9.0,Standard,0
Electronics,102.86,64.0,9.0,Thu,18.0,SameDay,0
Home,198.77,,8.0,Wed,14.0,Expedited,0
Electronics,255.49,103.0,1.0,Mon,17.0,Expedited,0
Electronics,300.38,74.0,,Sun,18.0,Expedited,1
Electronics,239.24,47.0,9.0,Sat,22.0,Standard,0
Home,194.5,78.0,9.0,Mon,18.0,SameDay,0
Toys,25.89,103.0,5.0,Tue,9.0,SameDay,0
Electronics,406.84,21.0,3.0,Mon,1.0,SameDay,1
Clothing,336.86,35.0,8.0,Fri,19.0,SameDay,1
Electronics,324.97,106.0,4.0,Sun,13.0,Standard,1
Home,176.19,20.0,0.0,Sat,12.0,SameDay,0
Electronics,284.65,92.0,1.0,Tue,20.0,Expedited,0
Home,494.69,,9.0,Wed,14.0,Standard,1
Electronics,195.34,,3.0,Wed,1.0,Expedited,0
Home,181.83,30.0,7.0,Sat,3.0,Expedited,0
Toys,221.2,53.0,3.0,Fri,20.0,SameDay,0
Books,459.05,18.0,1.0,Fri,17.0,SameDay,0
Home,213.26,6.0,,Tue,16.0,Standard,0
Electronics,340.39,43.0,0.0,Fri,1.0,Expedited,0
Home,251.5,18.0,5.0,Tue,2.0,Standard,0
Electronics,460.74,27.0,7.0,Wed,2.0,Expedited,1
Books,,47.0,4.0,Mon,20.0,Standard,0
Toys,43.21,99.0,0.0,Tue,16.0,Standard,0
Clothing,185.72,79.0,6.0,Mon,23.0,Expedited,0
Home,97.39,,6.0,Sat,9.0,Expedited,0
Electronics,276.07,62.0,7.0,Sat,17.0,Standard,0
Books,92.16,118.0,0.0,Fri,5.0,SameDay,0
Electronics,,76.0,6.0,Tue,16.0,Standard,0
Home,,47.0,0.0,Fri,17.0,Expedited,0
Electronics,113.72,71.0,8.0,Mon,22.0,Expedited,0
Books,466.93,20.0,0.0,Fri,8.0,SameDay,0
Electronics,240.18,86.0,7.0,Sat,23.0,SameDay,0
Electronics,274.34,99.0,7.0,Tue,19.0,SameDay,0
Toys,136.2,,4.0,Mon,2.0,Expedited,1
Books,358.26,52.0,3.0,Thu,12.0,SameDay,1
Toys,54.12,54.0,2.0,Sun,,Expedited,0
Books,61.93,18.0,8.0,Fri,14.0,Expedited,0
Home,109.33,36.0,3.0,Tue,12.0,SameDay,0
Toys,185.24,59.0,0.0,Thu,3.0,Expedited,0
Home,100.84,3.0,1.0,Fri,20.0,Standard,0
Home,347.97,41.0,8.0,Thu,12.0,SameDay,1
Toys,232.86,53.0,9.0,Thu,6.0,Standard,0
Toys,,3.0,1.0,Tue,,Expedited,0
Toys,252.68,115.0,4.0,Thu,2.0,SameDay,0
Home,96.13,39.0,5.0,Fri,13.0,Expedited,0
Electronics,434.19,42.0,2.0,Mon,20.0,Standard,0
Clothing,180.72,29.0,3.0,Tue,9.0,Standard,0
Clothing,232.48,99.0,2.0,Sat,23.0,SameDay,1
Clothing,289.92,95.0,5.0,Thu,19.0,SameDay,1
Books,71.93,86.0,,Mon,11.0,SameDay,0
Books,323.47,27.0,8.0,Fri,7.0,Expedited,1
Toys,327.23,2.0,8.0,Tue,10.0,SameDay,1
Electronics,57.96,42.0,9.0,Sat,20.0,Standard,0
Books,481.22,107.0,1.0,Sat,6.0,Expedited,0
Books,,73.0,1.0,Thu,9.0,SameDay,0
Clothing,57.21,70.0,2.0,Thu,,Standard,0
Home,183.96,31.0,7.0,Thu,15.0,SameDay,0
Toys,17.79,76.0,5.0,Fri,15.0,Expedited,0
Toys,102.61,58.0,,Wed,12.0,Expedited,0
Books,271.02,52.0,4.0,Wed,1.0,Standard,0
Toys,49.46,88.0,1.0,Wed,1.0,SameDay,0
Books,118.07,10.0,,Sun,8.0,SameDay,0
Toys,435.5,109.0,5.0,Fri,4.0,Standard,1
Toys,158.63,32.0,4.0,Thu,15.0,SameDay,0
Home,303.22,97.0,4.0,Fri,19.0,SameDay,1
Electronics,134.83,28.0,1.0,Thu,17.0,Expedited,0
Clothing,258.74,77.0,3.0,Fri,16.0,SameDay,1
Home,8.64,,9.0,Sat,8.0,Expedited,0
Toys,385.53,18.0,3.0,Fri,11.0,Expedited,1
Home,147.53,24.0,9.0,Tue,17.0,SameDay,0
Toys,403.03,14.0,8.0,Thu,11.0,Standard,1
Home,470.09,42.0,0.0,Sat,0.0,Expedited,0
Electronics,294.87,69.0,5.0,Sat,7.0,Standard,0
Toys,256.7,78.0,6.0,Thu,18.0,Expedited,0
Electronics,,82.0,7.0,Tue,19.0,SameDay,0
Clothing,171.92,118.0,,Wed,12.0,Standard,0
Electronics,120.43,43.0,2.0,Fri,18.0,SameDay,0
Electronics,,99.0,2.0,Sun,0.0,SameDay,0
Clothing,493.24,91.0,8.0,Sat,15.0,Expedited,1
Toys,318.42,34.0,7.0,Wed,13.0,Standard,1
Electronics,410.09,82.0,0.0,Sat,19.0,Standard,0
Clothing,132.99,7.0,0.0,Fri,10.0,SameDay,1
Electronics,469.6,103.0,1.0,Sat,,SameDay,0
Electronics,,104.0,8.0,Sat,21.0,Standard,0
Books,261.23,38.0,7.0,Mon,4.0,SameDay,0
Toys,311.47,38.0,8.0,Sun,9.0,Standard,1
Books,319.2,67.0,8.0,Tue,0.0,Standard,1
Electronics,197.13,75.0,0.0,Sun,6.0,Standard,0
Home,388.83,99.0,,Tue,22.0,Standard,0
Home,323.19,53.0,7.0,Sun,11.0,Standard,1
Electronics,494.81,13.0,1.0,Mon,15.0,Expedited,0
Books,390.13,28.0,1.0,Tue,22.0,Standard,0
Toys,6.9,96.0,4.0,Mon,16.0,Standard,0
Books,142.33,20.0,3.0,Sat,,Expedited,0
Toys,335.18,98.0,5.0,Sun,,Expedited,1
Books,294.67,24.0,5.0,Sun,10.0,Standard,0
Electronics,473.11,42.0,7.0,Thu,12.0,Standard,1
Home,69.88,114.0,1.0,Sat,17.0,SameDay,0
Electronics,370.27,53.0,0.0,Thu,15.0,Expedited,0
Clothing,179.5,56.0,2.0,Tue,17.0,Expedited,0
Books,432.65,57.0,7.0,Sun,2.0,Standard,1
Electronics,433.49,52.0,0.0,Fri,6.0,SameDay,0
Books,482.02,39.0,5.0,Tue,18.0,Standard,1
Clothing,279.47,115.0,,Tue,14.0,SameDay,1
Home,105.74,69.0,4.0,Sat,22.0,Standard,0
Home,249.01,102.0,2.0,Fri,13.0,Standard,0
Home,314.59,21.0,1.0,Sat,7.0,SameDay,0
Toys,423.39,43.0,3.0,Mon,18.0,Expedited,1
Clothing,142.24,76.0,,Mon,23.0,SameDay,1
Books,,,6.0,Thu,0.0,Standard,0
Books,166.08,55.0,7.0,Tue,18.0,Standard,0
Electronics,,107.0,4.0,Sat,9.0,Standard,0
Electronics,432.17,44.0,2.0,Sat,2.0,Expedited,0
Books,58.66,,1.0,Mon,3.0,Standard,0
Home,87.42,58.0,1.0,Sun,3.0,Expedited,0
Home,231.89,37.0,2.0,Sun,23.0,Standard,0
Toys,427.7,82.0,,Thu,15.0,Standard,1
Clothing,,78.0,8.0,Sat,18.0,Expedited,1
Clothing,68.73,38.0,8.0,Sat,17.0,Expedited,0
Books,269.0,14.0,7.0,Sun,17.0,Expedited,0
Books,279.23,48.0,5.0,Tue,7.0,SameDay,0
Toys,452.12,89.0,6.0,Fri,23.0,Expedited,1
Electronics,147.64,86.0,0.0,Mon,10.0,SameDay,0
Home,213.07,76.0,0.0,Sat,2.0,Expedited,0
Toys,131.73,50.0,1.0,Fri,6.0,SameDay,0
Home,371.09,,5.0,Thu,7.0,SameDay,1
Clothing,180.62,37.0,7.0,Thu,1.0,Standard,0
Books,316.22,97.0,,Sun,20.0,Expedited,0
Electronics,29.33,56.0,2.0,Fri,0.0,Expedited,0
Electronics,336.09,13.0,7.0,Tue,17.0,Standard,1
Home,461.25,,2.0,Wed,10.0,Expedited,0
Electronics,352.27,27.0,8.0,Wed,8.0,Standard,1
Electronics,158.3,45.0,8.0,Fri,6.0,Expedited,0
Books,60.74,78.0,8.0,Tue,3.0,Standard,0
Home,274.08,91.0,2.0,Wed,7.0,SameDay,0
Books,144.13,97.0,5.0,Sun,8.0,SameDay,0
Books,211.98,80.0,4.0,Wed,15.0,Expedited,0
Electronics,285.33,48.0,6.0,Fri,23.0,SameDay,0
Clothing,133.16,5.0,3.0,Sat,9.0,Expedited,1
Toys,208.35,111.0,3.0,Mon,9.0,Standard,0
Toys,465.76,96.0,1.0,Mon,23.0,Standard,0
Home,41.08,34.0,5.0,Sun,5.0,Standard,0
Electronics,446.03,33.0,8.0,Mon,1.0,Standard,1
Toys,304.16,41.0,,Wed,9.0,SameDay,1
Books,230.51,33.0,3.0,Sat,7.0,Expedited,0
Books,395.51,81.0,2.0,Mon,13.0,Standard,0
Electronics,78.31,25.0,0.0,Sun,16.0,SameDay,0
Electronics,142.72,20.0,8.0,Sun,21.0,SameDay,0
Electronics,370.46,39.0,0.0,Wed,16.0,SameDay,0
Toys,413.53,63.0,4.0,Fri,19.0,Expedited,1
Books,324.39,9.0,2.0,Sat,8.0,Expedited,0
Electronics,99.11,59.0,4.0,Fri,18.0,Standard,0
Clothing,167.28,81.0,0.0,Mon,11.0,SameDay,1
Books,255.34,13.0,7.0,Tue,2.0,Expedited,0
Clothing,64.04,98.0,2.0,Tue,19.0,Standard,0
Books,,6.0,4.0,Mon,2.0,Expedited,1
Toys,,,0.0,Mon,10.0,Standard,0
Electronics,379.61,5.0,4.0,Sun,13.0,Expedited,1
Toys,94.18,23.0,,Tue,12.0,Expedited,0
Books,40.81,35.0,7.0,Wed,7.0,Standard,0
Books,9.18,36.0,5.0,Thu,19.0,SameDay,0
Home,445.43,2.0,9.0,Tue,19.0,SameDay,1
Books,256.9,42.0,3.0,Sat,4.0,SameDay,0
Home,229.82,77.0,0.0,Sun,0.0,Standard,0
Toys,366.97,92.0,8.0,Sat,19.0,Expedited,1
Clothing,318.78,52.0,4.0,Tue,19.0,Expedited,1
Toys,451.08,87.0,8.0,Tue,10.0,Expedited,1
Books,434.65,76.0,3.0,Fri,1.0,SameDay,1
Clothing,,48.0,5.0,Wed,1.0,SameDay,1
Toys,288.09,71.0,,Tue,15.0,Standard,0
Toys,56.72,37.0,1.0,Tue,6.0,Standard,0
Clothing,161.89,115.0,0.0,Mon,9.0,SameDay,1
Clothing,489.36,110.0,0.0,Wed,9.0,SameDay,1
Electronics,99.02,44.0,6.0,Sun,21.0,Standard,0
Toys,202.04,89.0,3.0,Wed,,SameDay,0
Toys,476.37,118.0,2.0,Thu,15.0,SameDay,0
Books,171.03,11.0,6.0,Mon,1.0,Standard,0
Electronics,299.19,58.0,0.0,Fri,21.0,SameDay,0
Home,10.76,105.0,9.0,Wed,20.0,SameDay,0
Books,202.67,23.0,2.0,Tue,11.0,Expedited,0
Clothing,206.01,29.0,8.0,Fri,17.0,SameDay,1
Electronics,467.74,100.0,2.0,Tue,12.0,Standard,0
Toys,308.85,29.0,3.0,Sat,3.0,Expedited,1
Books,145.34,64.0,0.0,Thu,20.0,SameDay,0
Toys,276.55,13.0,5.0,Thu,21.0,Expedited,0
Clothing,104.76,92.0,4.0,Mon,18.0,Standard,0
Clothing,311.2,52.0,9.0,Wed,14.0,Expedited,1
Clothing,483.6,15.0,0.0,Mon,0.0,SameDay,1
Toys,309.18,97.0,2.0,Thu,23.0,SameDay,0
Home,304.98,49.0,5.0,Fri,2.0,SameDay,1
Toys,121.66,39.0,1.0,Mon,5.0,SameDay,0
Toys,255.03,99.0,1.0,Mon,17.0,Standard,0
Books,435.42,,3.0,Tue,14.0,Standard,1
Books,456.33,78.0,,Sun,23.0,SameDay,0
Home,399.91,62.0,0.0,Fri,20.0,Standard,0
Clothing,366.3,117.0,8.0,Fri,21.0,Standard,1
Books,420.51,105.0,6.0,Wed,16.0,Standard,1
Home,138.47,61.0,6.0,Tue,21.0,Expedited,0
Toys,13.02,91.0,3.0,Fri,22.0,Expedited,0
Electronics,123.88,,0.0,Sun,16.0,Standard,0
Clothing,,79.0,6.0,Sun,0.0,SameDay,1
Toys,409.89,87.0,7.0,Tue,23.0,Standard,1
Clothing,249.45,33.0,3.0,Sun,8.0,Expedited,0
Clothing,223.98,98.0,8.0,Thu,5.0,Expedited,0
Toys,458.39,109.0,5.0,Fri,14.0,Expedited,1
Clothing,82.9,106.0,4.0,Thu,9.0,Standard,0
Home,20.84,9.0,5.0,Sun,21.0,Standard,0
Electronics,421.19,,8.0,Thu,3.0,SameDay,1
Toys,482.98,67.0,3.0,Wed,16.0,SameDay,1
Home,80.94,95.0,1.0,Fri,2.0,SameDay,0
Clothing,244.52,101.0,9.0,Sat,20.0,Standard,0
Toys,325.99,2.0,7.0,Sun,14.0,SameDay,1
Electronics,324.56,,5.0,Sat,16.0,Standard,1
Toys,457.3,76.0,6.0,Sat,5.0,SameDay,1
Clothing,107.38,29.0,0.0,Fri,23.0,SameDay,1
Toys,473.26,67.0,6.0,Sat,4.0,Standard,1
Clothing,254.27,98.0,2.0,Mon,8.0,SameDay,1
Toys,64.38,101.0,8.0,Sun,7.0,SameDay,0
Books,52.97,13.0,6.0,Mon,19.0,SameDay,0
Clothing,9.91,3.0,9.0,Fri,4.0,Expedited,1
Books,110.7,108.0,5.0,Tue,16.0,Expedited,0
Home,56.06,58.0,2.0,Mon,3.0,Expedited,0
Electronics,226.75,54.0,8.0,Mon,19.0,Expedited,0
Books,,39.0,2.0,Tue,21.0,Standard,0
Toys,11.57,20.0,0.0,Tue,5.0,Standard,0
Toys,100.05,108.0,4.0,Mon,23.0,Expedited,0
Clothing,401.68,119.0,9.0,Mon,12.0,SameDay,1
Home,88.58,48.0,6.0,Mon,2.0,Standard,0
Electronics,169.15,43.0,5.0,Sat,18.0,Standard,0
Electronics,366.69,30.0,0.0,Sun,15.0,Standard,0
Home,298.53,58.0,6.0,Mon,0.0,Standard,0
Books,431.61,47.0,8.0,Tue,19.0,SameDay,1
Electronics,447.58,48.0,7.0,Wed,14.0,Standard,1
Clothing,414.1,83.0,,Sat,8.0,Expedited,0
Clothing,280.31,83.0,9.0,Mon,13.0,Expedited,0
Toys,62.56,2.0,9.0,Sat,4.0,Expedited,1
Home,111.35,,6.0,Tue,11.0,Standard,0
Toys,78.88,40.0,4.0,Sun,12.0,SameDay,0
Electronics,,114.0,5.0,Sun,21.0,Expedited,0
Books,223.02,75.0,1.0,Wed,18.0,Expedited,0
Books,455.23,74.0,3.0,Tue,5.0,Standard,1
Home,372.29,86.0,9.0,Sun,14.0,Standard,1
Clothing,401.46,109.0,9.0,Fri,16.0,SameDay,1
Home,422.02,49.0,3.0,Sun,12.0,Expedited,1
Clothing,403.06,96.0,8.0,Mon,9.0,Standard,1
Home,140.96,99.0,3.0,Fri,19.0,SameDay,0
Home,357.94,16.0,0.0,Fri,20.0,SameDay,0
Toys,300.85,72.0,4.0,Wed,15.0,Standard,1
Books,100.05,,,Tue,21.0,SameDay,0
Home,427.38,95.0,3.0,Sat,2.0,Expedited,1
Books,43.86,115.0,8.0,Wed,15.0,Expedited,0
Books,424.54,115.0,7.0,Fri,8.0,Standard,1
Home,422.26,37.0,2.0,Tue,18.0,Standard,0
Electronics,303.86,10.0,7.0,Mon,4.0,SameDay,1
Books,285.1,57.0,7.0,Sun,1.0,Expedited,0
Books,199.46,105.0,4.0,Sun,14.0,Standard,0
Clothing,75.57,32.0,2.0,Sun,13.0,SameDay,1
Books,381.58,,5.0,Thu,16.0,Standard,1
Books,30.39,64.0,6.0,Sun,6.0,Expedited,0
Electronics,322.54,113.0,4.0,Fri,21.0,Expedited,1
Clothing,447.5,40.0,0.0,Mon,,SameDay,1
Clothing,431.52,105.0,8.0,Sat,,Standard,1
Home,373.49,92.0,1.0,Sat,6.0,Standard,0
Home,136.47,84.0,3.0,Thu,21.0,Expedited,0
Books,64.62,59.0,3.0,Thu,9.0,SameDay,0
Toys,88.22,68.0,9.0,Wed,3.0,Standard,0
Home,411.79,3.0,5.0,Sun,7.0,Expedited,1
Books,12.98,16.0,8.0,Wed,14.0,Standard,0
Clothing,436.31,61.0,6.0,Tue,5.0,Expedited,1
Toys,159.2,72.0,2.0,Tue,22.0,Standard,0
Books,213.78,39.0,4.0,Sun,,Expedited,0
Clothing,361.48,67.0,2.0,Sun,0.0,Standard,0
Home,484.87,4.0,2.0,Sun,13.0,SameDay,1
Books,267.27,89.0,4.0,Sun,15.0,Expedited,0
Electronics,32.1,116.0,5.0,Sun,0.0,Expedited,0
Books,108.61,40.0,0.0,Tue,8.0,SameDay,0
Clothing,86.54,96.0,1.0,Fri,19.0,SameDay,1
Toys,348.22,17.0,3.0,Wed,,SameDay,1
Clothing,434.71,108.0,2.0,Tue,14.0,Expedited,0
Books,172.96,17.0,6.0,Wed,13.0,SameDay,0
Books,169.68,,9.0,Thu,17.0,Standard,0
Clothing,11.31,69.0,3.0,Mon,0.0,SameDay,1
Clothing,204.36,86.0,9.0,Fri,2.0,Expedited,0
Home,459.55,71.0,4.0,Fri,18.0,SameDay,1
Electronics,100.37,2.0,0.0,Sat,15.0,Expedited,0
Home,163.71,100.0,2.0,Sat,5.0,Expedited,0
Toys,86.37,116.0,6.0,Mon,15.0,SameDay,0
Electronics,76.43,48.0,1.0,Sat,12.0,Standard,0
Electronics,483.52,78.0,0.0,Mon,9.0,SameDay,0
Toys,358.78,10.0,2.0,Tue,,Standard,0
Home,310.82,88.0,4.0,Mon,6.0,Expedited,1
Home,237.17,115.0,5.0,Sat,3.0,Expedited,0
Electronics,491.33,106.0,3.0,Sat,22.0,Expedited,1
Clothing,,32.0,,Thu,17.0,Expedited,1
Clothing,335.46,63.0,2.0,Mon,12.0,Standard,0
Electronics,431.31,28.0,6.0,Sun,3.0,SameDay,1
Books,243.83,21.0,9.0,Thu,21.0,Expedited,0
Clothing,190.78,94.0,0.0,Tue,3.0,Standard,0
Clothing,429.64,21.0,9.0,Tue,,SameDay,1
Clothing,268.28,118.0,3.0,Thu,4.0,Standard,0
Books,45.32,25.0,0.0,Sun,1.0,Expedited,0
Home,27.22,15.0,5.0,Mon,8.0,SameDay,0
Home,189.74,39.0,5.0,Wed,17.0,Standard,0
Clothing,276.69,102.0,5.0,Tue,22.0,Standard,0
Home,56.46,118.0,4.0,Thu,18.0,Standard,0
Home,243.07,49.0,1.0,Thu,2.0,SameDay,0
Toys,,71.0,3.0,Wed,10.0,SameDay,1
Books,23.05,10.0,6.0,Tue,7.0,SameDay,0
Clothing,81.18,17.0,3.0,Wed,3.0,SameDay,1
Electronics,174.75,101.0,8.0,Sun,13.0,SameDay,0
Toys,214.97,45.0,1.0,Thu,23.0,Expedited,0
Electronics,167.28,34.0,3.0,Sat,16.0,SameDay,0
Home,147.5,50.0,5.0,Fri,7.0,SameDay,0
Electronics,285.1,108.0,4.0,Mon,3.0,SameDay,0
Toys,46.96,94.0,7.0,Mon,11.0,SameDay,0
Books,480.9,78.0,8.0,Sat,1.0,Standard,1
Books,337.15,53.0,7.0,Sat,18.0,Standard,1
Electronics,300.91,48.0,8.0,Mon,22.0,Expedited,1
Toys,102.49,29.0,8.0,Tue,11.0,Expedited,0
Home,,70.0,1.0,Sun,7.0,Expedited,0
Books,174.36,69.0,,Sat,11.0,SameDay,0
Books,421.47,30.0,,Fri,9.0,Standard,1
Books,102.57,53.0,0.0,Thu,19.0,SameDay,0
Home,393.07,12.0,3.0,Tue,12.0,Standard,1
Books,349.63,35.0,2.0,Sun,,Expedited,0
Home,203.08,104.0,1.0,Fri,12.0,Standard,0
Books,192.58,86.0,8.0,Wed,23.0,Expedited,0
Books,353.72,32.0,5.0,Wed,19.0,Expedited,1
Electronics,499.73,46.0,8.0,Mon,3.0,SameDay,1
Clothing,455.25,18.0,,Tue,15.0,SameDay,1
Books,66.92,83.0,4.0,Thu,,SameDay,0
